TicketId,Description,Vocabulary
5096,Self-lock occurred. Job was killed and completed by running the query manually.,"{'by', 'the', 'running', 'manually', 'killed', 'job', 'occurred', '.', 'self-lock', 'and', 'query', 'completed', 'was'}"
5097,Source issue and job re-run once the issue was resolved.,"{'issue', 'the', 'resolved', 'source', 'job', '.', 'and', 'once', 're-run', 'was'}"
5098,"Lock issue , tbload release was success.","{'issue', 'release', '.', 'tbload', ',', 'lock', 'success', 'was'}"
5099,"Self-lock occurred. Job was killed and completed by running the query manually.
","{'by', 'the', 'running', 'manually', 'killed', 'job', 'occurred', '.', 'self-lock', 'and', 'query', 'completed', 'was'}"
5100,Named-pipe error. tbload was released and job re-run successfully.,"{'released', 'named-pipe', 'job', 'successfully', '.', 'and', 'tbload', 'error', 're-run', 'was'}"
5101,The Job Abended as the source file is not received. we have cancelled the batch for the day's run,"{'abended', 'not', 'run', 'the', 'day', ""'s"", 'source', 'file', 'job', 'cancelled', 'is', '.', 'as', 'batch', 'for', 'received', 'have', 'we'}"
5102,"Due to huge volume, the TODS job got locked .i.e. the query to insert the records in sql got self lock.We have killed the job and executed the insert and update script manually.","{'got', 'job', 'script', '.', 'query', 'sql', 'lock.we', '.i.e', 'due', 'volume', 'the', 'huge', ',', 'to', 'insert', 'manually', 'executed', 'have', 'locked', 'killed', 'in', 'records', 'and', 'update', 'tods', 'self'}"
5103,Self-lock occured. Job was killed and completed by running the query manually.,"{'by', 'occured', 'the', 'running', 'manually', 'killed', 'job', '.', 'self-lock', 'and', 'query', 'completed', 'was'}"
5104,On re-run job completed successfully.,"{'on', 'job', 'successfully', '.', 'completed', 're-run'}"
5105,Wrongly triggered.,"{'.', 'triggered', 'wrongly'}"
5106,Self-lock occured. Job was killed and completed by running the query manually.,"{'by', 'occured', 'the', 'running', 'manually', 'killed', 'job', '.', 'self-lock', 'and', 'query', 'completed', 'was'}"
5107,On re-run job completed successfully.,"{'on', 'job', 'successfully', '.', 'completed', 're-run'}"
5108,"job has been failed due to server restart, job has been reprocessed now.","{'server', 'now', 'has', 'to', 'job', 'reprocessed', 'restart', '.', 'failed', ',', 'been', 'due'}"
5109,Job was not triggering from brj. Manually executed the job from back end.,"{'from', 'not', 'brj', 'the', 'triggering', 'manually', 'job', '.', 'end', 'executed', 'back', 'was'}"
5110,will be run in next day's batch,"{'run', 'be', 'day', ""'s"", 'in', 'batch', 'will', 'next'}"
5111,brj issue. Job re-run once the issue was fixed.,"{'issue', 'the', 'job', '.', 'was', 'fixed', 'once', 're-run', 'brj'}"
5112,Self-lock occurred. Job was killed and completed by running the query manually.,"{'by', 'the', 'running', 'manually', 'killed', 'job', 'occurred', '.', 'self-lock', 'and', 'query', 'completed', 'was'}"
5113,"tbload issue, job has been rerun after releasing the tbload","{'releasing', 'issue', 'has', 'after', 'the', 'job', 'been', 'tbload', ',', 'rerun'}"
5114,"In Gludad sml schdelue, three news jobs are added as part of lapsed contract patching.Previsouly this job will not be triigered via brj due to batch file not created for these jobs from TODS management console.So these jobs will fail, to avoid other jobs are affceting by ths failure, we have put the Maid Qac Services Quotes as held.Now the issue has been resolved and we will not put this job again in held status.","{'from', 'this', 'not', 'contract', 'triigered', 'by', 'has', 'gludad', 'via', 'jobs', 'job', 'three', '.', 'patching.previsouly', 'news', 'maid', 'lapsed', 'part', 'due', 'brj', 'ths', 'qac', 'management', 'other', 'be', 'the', 'services', 'affceting', 'held.now', 'added', ',', 'been', 'we', 'issue', 'to', 'resolved', 'held', 'file', 'batch', 'as', 'will', 'console.so', 'avoid', 'fail', 'have', 'again', 'status', 'created', 'put', 'failure', 'schdelue', 'are', 'in', 'sml', 'and', 'for', 'these', 'quotes', 'tods', 'of'}"
5115,"Job failed due to TODS issue. On re-run, the job was completed successfully.","{'issue', 'on', 'to', 'the', 'completed', 'job', 'successfully', '.', 'failed', 'tods', ',', 're-run', 'due', 'was'}"
5116,The Job Abended as the source file is not received. we have cancelled the batch for the day's run,"{'abended', 'not', 'run', 'the', 'day', ""'s"", 'source', 'file', 'job', 'cancelled', 'is', '.', 'as', 'batch', 'for', 'received', 'have', 'we'}"
5117,Named-pipe error. tbload was released and job re-run successfully.,"{'released', 'named-pipe', 'job', 'successfully', '.', 'and', 'tbload', 'error', 're-run', 'was'}"
5118,The job was wrongly triggered from brj,"{'from', 'triggered', 'wrongly', 'brj', 'the', 'job', 'was'}"
5119,rerun was successful,"{'was', 'successful', 'rerun'}"
5120,Failed due to lock issue and on re-running job got completed successfully.,"{'issue', 'on', 'to', 're-running', 'got', 'job', 'successfully', '.', 'failed', 'and', 'completed', 'lock', 'due'}"
5121,Job got failed due to brj issue. Then issue fixe d and job was re-started.,"{'d', 'issue', 'to', 'got', 'job', 'then', '.', 're-started', 'failed', 'and', 'fixe', 'was', 'due', 'brj'}"
5122,Failed due to connectivity issue and on re-running job got completed successfully.,"{'issue', 'connectivity', 'to', 'on', 're-running', 'got', 'job', 'successfully', '.', 'failed', 'and', 'completed', 'due'}"
5123,"login time out,job has been rerun","{'has', 'time', 'job', 'been', ',', 'login', 'out', 'rerun'}"
5124,"Failed due to brj issue, jobs didn't get triggered in Backend console. And on re-running job got completed successfully","{'on', 'got', 'jobs', 'job', 'console', '.', 'failed', 'due', 'brj', 'triggered', 'did', 'completed', ',', 'issue', 're-running', 'to', 'successfully', 'backend', 'in', 'and', 'get', ""n't""}"
5125,job has been reprocessed after script name change ,"{'has', 'after', 'name', 'job', 'reprocessed', 'script', 'change', 'been'}"
5126,brj issue. Job re-run once the issue was fixed.,"{'issue', 'the', 'job', '.', 'was', 'fixed', 'once', 're-run', 'brj'}"
5127,Failed due to duplicate issue.,"{'issue', 'to', '.', 'failed', 'duplicate', 'due'}"
5128,files are moved manually.,"{'moved', 'files', 'manually', 'are', '.'}"
5129,Job was cancelled.,"{'cancelled', '.', 'job', 'was'}"
5130,Job executed successfully at back end.,"{'successfully', 'job', '.', 'end', 'executed', 'at', 'back'}"
5131,Job got failed due to brj issue. Then issue fixe d and job was re-started.,"{'d', 'issue', 'to', 'got', 'job', 'then', '.', 're-started', 'failed', 'and', 'fixe', 'was', 'due', 'brj'}"
5132,Job was cancelled.,"{'cancelled', '.', 'job', 'was'}"
5133,Duplicates were removed from the source file and the job was execute successfully.,"{'from', 'the', 'source', 'file', 'were', 'job', 'successfully', '.', 'and', 'execute', 'removed', 'duplicates', 'was'}"
5134,Duplicate issue. They were removed and jon re-run successfully.,"{'issue', 'were', 'successfully', 'they', '.', 'and', 'duplicate', 're-run', 'jon', 'removed'}"
5135,brj issue.On re-run job completed successfully.,"{'issue.on', 'job', 'successfully', '.', 'completed', 're-run', 'brj'}"
5136,Job got failed due to duplicate issue. Then issue was fixed and job was re-started.,"{'issue', 'to', 'got', 'job', 'then', '.', 're-started', 'failed', 'duplicate', 'and', 'fixed', 'due', 'was'}"
5137,On re-run job completed successfully.,"{'on', 'job', 'successfully', '.', 'completed', 're-run'}"
5138,"Self-lock occured. Job was killed and completed by running the query manually.
","{'by', 'occured', 'the', 'running', 'manually', 'killed', 'job', '.', 'self-lock', 'and', 'query', 'completed', 'was'}"
5139,Connection issue. Job completed already.,"{'issue', 'job', '.', 'already', 'connection', 'completed'}"
5140,TODS issue. Job run manually and completed.,"{'issue', 'run', 'manually', 'job', '.', 'and', 'tods', 'completed'}"
5141,On re-run job completed successfully.,"{'on', 'job', 'successfully', '.', 'completed', 're-run'}"
5142,"tbload issue, successful on rerun","{'on', 'issue', 'tbload', ',', 'successful', 'rerun'}"
5143,job will be run along with today's batch,"{'run', 'be', ""'s"", 'job', 'today', 'batch', 'will', 'with', 'along'}"
5144,Job got failed due to duplicate issue. Then issue was fixed and job was re-started.,"{'issue', 'to', 'got', 'job', 'then', '.', 're-started', 'failed', 'duplicate', 'and', 'fixed', 'due', 'was'}"
5145,Job has been disabled as it was wrongly triggered,"{'triggered', 'wrongly', 'has', 'job', 'as', 'it', 'disabled', 'been', 'was'}"
5146,The job completed after re-running the job.,"{'re-running', 'the', 'after', 'job', '.', 'completed'}"
5147,Source file not available. Job re-run and completed once the file was available,"{'not', 'the', 'source', 'file', 'available', 'job', '.', 'and', 'completed', 'once', 're-run', 'was'}"
5148,THe job abended due to the database connection time out issue. The issue was fixed and the job was restarted and completed successfully.,"{'abended', 'issue', 'to', 'the', 'time', 'fixed', 'completed', 'database', 'job', 'successfully', 'restarted', '.', 'and', 'connection', 'out', 'due', 'was'}"
5149,Named-pipe error. tbload was released and job re-run successfully.,"{'released', 'named-pipe', 'job', 'successfully', '.', 'and', 'tbload', 'error', 're-run', 'was'}"
5150,Failed due to lock issue . On re-run job was successful.,"{'issue', 'on', 'to', 'successful', 'job', '.', 'failed', 'lock', 're-run', 'due', 'was'}"
5151,Failed due to lock issue and on re-run job was successful.,"{'issue', 'on', 'to', 'successful', 'job', '.', 'failed', 'and', 'lock', 're-run', 'due', 'was'}"
5152,The schedule was on hold as it's source feed was not received. This schedule will be used based on the availability of source data.,"{'based', 'this', 'not', 'on', '.', 'received', 'was', 'the', 'feed', 'be', 'data', 'availability', 'as', 'it', 'will', 'schedule', 'hold', 'used', ""'s"", 'source', 'of'}"
5153,Job got failed due to file unavailability. Then schedule  has been cancelled for the day.,"{'to', 'has', 'the', 'day', 'got', 'file', 'job', 'cancelled', 'then', '.', 'failed', 'for', 'unavailability', 'schedule', 'been', 'due'}"
5154,Job got failed due to duplicate issue. Then issue was fixed and job was re-started.,"{'issue', 'to', 'got', 'job', 'then', '.', 're-started', 'failed', 'duplicate', 'and', 'fixed', 'due', 'was'}"
5155,"Schedueler issue, job has been reprocessed","{'issue', 'has', 'job', 'reprocessed', 'been', ',', 'schedueler'}"
5156,"login time out, job has been rerun","{'has', 'time', 'job', 'been', ',', 'login', 'out', 'rerun'}"
5157,will be run in tomorrow's batch,"{'run', 'be', ""'s"", 'in', 'tomorrow', 'batch', 'will'}"
5158,"self lock occurred , complete the job by running the script .","{'by', 'lock', 'complete', 'the', 'running', 'job', 'occurred', 'script', '.', ',', 'self'}"
5159,"extraction issue, job has been rerun after the issue was solved","{'solved', 'issue', 'has', 'after', 'the', 'job', 'been', 'extraction', ',', 'was', 'rerun'}"
5160,"reraun was successful, after data fix","{'after', 'data', 'fix', 'reraun', ',', 'successful', 'was'}"
5161,brj issue. Job completed after the issue resolved.,"{'issue', 'the', 'after', 'resolved', 'job', '.', 'completed', 'brj'}"
5162,"Source file not available , contacted the source team.","{'contacted', 'not', 'the', 'team', 'source', 'file', 'available', '.', ','}"
5163,job has been rerun after data fix,"{'has', 'after', 'data', 'job', 'fix', 'been', 'rerun'}"
5164,Failed due to brj issue.DIdnt ran in console but failed in brj.Re-executed the job and completed successfully.,"{'issue.didnt', 'to', 'but', 'the', 'brj.re-executed', 'ran', 'in', 'console', 'job', 'failed', 'and', 'successfully', '.', 'completed', 'due', 'brj'}"
5165,"source file unavailability, liaising with source team","{'team', 'source', 'file', 'liaising', 'unavailability', ',', 'with'}"
5166,Job completed at back end.,"{'job', '.', 'end', 'completed', 'at', 'back'}"
5167,The job abended as the source file arrived late. The job was restarted once the source file was placed and it completed successfully.,"{'placed', 'abended', 'the', 'arrived', 'source', 'file', 'job', 'late', 'restarted', '.', 'successfully', 'as', 'and', 'it', 'completed', 'once', 'was'}"
5168,Failed due to lock issue and on re-run job was successful.,"{'issue', 'on', 'to', 'successful', 'job', '.', 'failed', 'and', 'lock', 're-run', 'due', 'was'}"
5169,Job executed successfully at back end.,"{'successfully', 'job', '.', 'end', 'executed', 'at', 'back'}"
5170,"Failed due to lock issue and on re-running, job got completed successfully.","{'issue', 'on', 'to', 're-running', 'got', 'job', 'successfully', '.', 'failed', 'and', 'completed', ',', 'lock', 'due'}"
5171,"reraun was successful, after data fix","{'after', 'data', 'fix', 'reraun', ',', 'successful', 'was'}"
5172,Self-lock occured. Job was killed and completed by running the query manually.,"{'by', 'occured', 'the', 'running', 'manually', 'killed', 'job', '.', 'self-lock', 'and', 'query', 'completed', 'was'}"
5173,The job abended due to the brj environment issue. The issue was fixed and the job was restarted and completed successfully. ,"{'abended', 'environment', 'issue', 'to', 'the', 'completed', 'job', 'successfully', 'restarted', '.', 'and', 'fixed', 'was', 'due', 'brj'}"
5174,Job got failed due to duplicate issue. Then issue was fixed and job was re-started.,"{'issue', 'to', 'got', 'job', 'then', '.', 're-started', 'failed', 'duplicate', 'and', 'fixed', 'due', 'was'}"
5175,Job got failed due to CRM source connecitivity issue. Then issue was fixed and job was re-started.,"{'issue', 'to', 'connecitivity', 'got', 'source', 'job', 'crm', 'then', '.', 're-started', 'failed', 'and', 'fixed', 'due', 'was'}"
5176,"Source file not available , contacted the source team.","{'contacted', 'not', 'the', 'team', 'source', 'file', 'available', '.', ','}"
5177,"Connectivity issue with BW , on rerun the job completed successfully.","{'issue', 'connectivity', 'on', 'the', 'job', 'successfully', '.', 'completed', ',', 'with', 'bw', 'rerun'}"
5178,Job got completed successfully on re-run,"{'on', 'got', 'job', 'successfully', 'completed', 're-run'}"
5179,Self-lock occured. Job was killed and completed by running the query manually.,"{'by', 'occured', 'the', 'running', 'manually', 'killed', 'job', '.', 'self-lock', 'and', 'query', 'completed', 'was'}"
5180,The job abended due to the invalid data field issue. The issue was fixed and the job was restarted and completed successfully.,"{'invalid', 'abended', 'issue', 'to', 'the', 'completed', 'data', 'job', 'field', 'restarted', '.', 'successfully', 'and', 'fixed', 'due', 'was'}"
5181,Self-lock occurred. Job was killed and completed by running the query manually.,"{'by', 'the', 'running', 'manually', 'killed', 'job', 'occurred', '.', 'self-lock', 'and', 'query', 'completed', 'was'}"
5182,Job got failed due to TODS and scheduler connectivity issue.,"{'issue', 'connectivity', 'to', 'scheduler', 'got', 'job', '.', 'failed', 'and', 'tods', 'due'}"
5183,Self-lock occured. Job was killed and completed by running the query manually.,"{'by', 'occured', 'the', 'running', 'manually', 'killed', 'job', '.', 'self-lock', 'and', 'query', 'completed', 'was'}"
5184,Job got executed successfully on Re-run.,"{'on', 'got', 'successfully', 'job', '.', 'executed', 're-run'}"
5185,"brj issue , on rerun the job completed successfully.","{'brj', 'on', 'issue', 'the', 'job', 'successfully', '.', 'completed', ',', 'rerun'}"
5186,Named-pipe error. tbload was released and job re-run successfully.,"{'released', 'named-pipe', 'job', 'successfully', '.', 'and', 'tbload', 'error', 're-run', 'was'}"
5187,batch will be run along with today's batch,"{'run', 'be', ""'s"", 'today', 'batch', 'will', 'with', 'along'}"
5188,"Due to connection issue, the job failed to execute from brj. Hence the job was trigfered from backend console.","{'from', 'backend', 'issue', 'to', 'the', 'job', '.', 'console', 'failed', 'execute', 'hence', 'trigfered', 'connection', ',', 'was', 'due', 'brj'}"
5189,rerun was successfull after datafix,"{'datafix', 'after', 'successfull', 'rerun', 'was'}"
5190,collects stats are run manually in order to let other QAS to run,"{'collects', 'other', 'run', 'order', 'to', 'manually', 'are', 'in', 'qas', 'stats', 'let'}"
5191,Failed due to named piped error and released tbload and the job got successful on re-run.,"{'on', 'to', 'released', 'the', 'got', 'piped', 'successful', 'job', '.', 'failed', 'and', 'tbload', 'error', 'named', 're-run', 'due'}"
5192,Job was cancelled.,"{'cancelled', '.', 'job', 'was'}"
5193,"brj issue , on rerun the job completed successfully","{'brj', 'on', 'issue', 'the', 'job', 'successfully', 'completed', ',', 'rerun'}"
5194,Data issue -- duplicate issue ,"{'data', 'duplicate', 'issue', '--'}"
5195,rerun was successful after data fix,"{'after', 'data', 'fix', 'rerun', 'successful', 'was'}"
5196,"Self-lock occurred. Job was killed and completed by running the query manually.
","{'by', 'the', 'running', 'manually', 'killed', 'job', 'occurred', '.', 'self-lock', 'and', 'query', 'completed', 'was'}"
5197,Previous day's batch was not closed. Job re-run once it was closed and completed successfully.,"{'not', 'day', 'previous', ""'s"", 'job', 'successfully', '.', 'batch', 'closed', 'it', 'and', 'completed', 'once', 're-run', 'was'}"
5198,The job abended due to the brj environment issue. The issue was fixed and the job was restarted and completed successfully. ,"{'abended', 'environment', 'issue', 'to', 'the', 'completed', 'job', 'successfully', 'restarted', '.', 'and', 'fixed', 'was', 'due', 'brj'}"
5199,failed due to file unavailability later ran the job with file from source team and job completed successfully.,"{'from', 'to', 'the', 'team', 'source', 'file', 'later', 'ran', 'job', 'successfully', '.', 'failed', 'and', 'unavailability', 'completed', 'with', 'due'}"
5200,Job got failed due to duplicate issue. Then issue was fixed and job was re-started.,"{'issue', 'to', 'got', 'job', 'then', '.', 're-started', 'failed', 'duplicate', 'and', 'fixed', 'due', 'was'}"
5201,Job executed successfully at back end.,"{'successfully', 'job', '.', 'end', 'executed', 'at', 'back'}"
5202,Duplicate issue. Job compelted on re-run,"{'issue', 'on', 'job', '.', 'duplicate', 'compelted', 're-run'}"
5203,rerun was successful,"{'was', 'successful', 'rerun'}"
5204,"Failed due to tbload issue, released the lock and on re-running job got completed successfully.","{'issue', 'on', 'to', 'released', 'the', 're-running', 'got', 'job', 'successfully', '.', 'failed', 'tbload', 'and', 'completed', ',', 'lock', 'due'}"
5205,"On re-run job completed successfully.
","{'on', 'job', 'successfully', '.', 'completed', 're-run'}"
5206,"
This has completed successfully,wrongly raised due to brj issue.","{'this', 'wrongly', 'issue', 'has', 'to', 'due', 'successfully', '.', 'completed', ',', 'raised', 'brj'}"
5207,"login time out, job has been rerun","{'has', 'time', 'job', 'been', ',', 'login', 'out', 'rerun'}"
5208,"Connectivity issue with BW , on rerun the job completed successfully.","{'issue', 'connectivity', 'on', 'the', 'job', 'successfully', '.', 'completed', ',', 'with', 'bw', 'rerun'}"
5209,"Due to data issue, the job was held.","{'issue', 'to', 'the', 'data', 'held', 'job', '.', ',', 'due', 'was'}"
5210,"Source file not available , contacted the source team.","{'contacted', 'not', 'the', 'team', 'source', 'file', 'available', '.', ','}"
5211,The job was tbloaded and the job was restarted and completed successfully after releasing the tbload.,"{'releasing', 'the', 'completed', 'after', 'job', 'successfully', 'restarted', '.', 'and', 'tbload', 'tbloaded', 'was'}"
5212,Self-lock occurred. Job was killed and completed by running the query manually.,"{'by', 'the', 'running', 'manually', 'killed', 'job', 'occurred', '.', 'self-lock', 'and', 'query', 'completed', 'was'}"
5213,"Due to server issues, the job got failed. On re-running after some time, the job was completed successfully.","{'server', 'on', 're-running', 'to', 'the', 'after', 'time', 'got', 'some', 'job', 'successfully', '.', 'failed', 'completed', ',', 'issues', 'due', 'was'}"
5214,Self-lock occured. Job was killed and completed by running the query manually.,"{'by', 'occured', 'the', 'running', 'manually', 'killed', 'job', '.', 'self-lock', 'and', 'query', 'completed', 'was'}"
5215,"Lock issue , tbload release was success.","{'issue', 'release', '.', 'tbload', ',', 'lock', 'success', 'was'}"
5216,"need to restart the cluster server, after which house keeping will be done.","{'server', 'which', 'cluster', 'to', 'the', 'after', 'be', 'house', 'restart', '.', 'will', 'need', ',', 'keeping', 'done'}"
5217,The job abended as the stream instance was still active. The stream 21 was closed and the job was restarted and completed successfully.,"{'21', 'instance', 'abended', 'the', 'stream', 'job', 'successfully', 'restarted', '.', 'closed', 'as', 'and', 'completed', 'still', 'active', 'was'}"
5218,"Time out issue , on rerun the job completed successfully.","{'issue', 'on', 'the', 'time', 'job', 'successfully', '.', ',', 'completed', 'out', 'rerun'}"
5219,"The job didn't trigger in brj and failed due to brj issue.We re-executed the job and completed successfully.
","{'re-executed', 'the', 'to', 'issue.we', 'job', 'trigger', 'in', 'did', 'successfully', 'and', 'failed', '.', 'completed', ""n't"", 'due', 'brj'}"
5220,On re-run job completed successfully.,"{'on', 'job', 'successfully', '.', 'completed', 're-run'}"
5221,The jobs have been triggered from the backend in order manage queue effectiveness,"{'from', 'triggered', 'backend', 'queue', 'order', 'the', 'jobs', 'manage', 'in', 'effectiveness', 'been', 'have'}"
5222,Job got executed successfully on Re-run.,"{'on', 'got', 'successfully', 'job', '.', 'executed', 're-run'}"
5223,Job executed successfully at back end.,"{'successfully', 'job', '.', 'end', 'executed', 'at', 'back'}"
5224,Wrongly triggered.,"{'.', 'triggered', 'wrongly'}"
5225,Self-lock occurred. Job was killed and completed by running the query manually.,"{'by', 'the', 'running', 'manually', 'killed', 'job', 'occurred', '.', 'self-lock', 'and', 'query', 'completed', 'was'}"
5226,Self-lock occurred. Job was killed and completed by running the query manually.,"{'by', 'the', 'running', 'manually', 'killed', 'job', 'occurred', '.', 'self-lock', 'and', 'query', 'completed', 'was'}"
5227,Job got failed due to file unavailability. Then schedule  has been cancelled for the day.,"{'to', 'has', 'the', 'day', 'got', 'file', 'job', 'cancelled', 'then', '.', 'failed', 'for', 'unavailability', 'schedule', 'been', 'due'}"
5228,liaising with dev team,"{'liaising', 'with', 'dev', 'team'}"
5229,Source issue and job re-run once the issue was resolved.,"{'issue', 'the', 'resolved', 'source', 'job', '.', 'and', 'once', 're-run', 'was'}"
5230,Self-lock occurred. Job was killed and completed by running the query manually.,"{'by', 'the', 'running', 'manually', 'killed', 'job', 'occurred', '.', 'self-lock', 'and', 'query', 'completed', 'was'}"
5231,Self-lock occured. Job was killed and completed by running the query manually.,"{'by', 'occured', 'the', 'running', 'manually', 'killed', 'job', '.', 'self-lock', 'and', 'query', 'completed', 'was'}"
5232,TODS issue. Job run manually and completed.,"{'issue', 'run', 'manually', 'job', '.', 'and', 'tods', 'completed'}"
5233,The jobs completed in TODS console but failed in brj.This is due to brj issue.,"{'issue', 'the', 'but', 'to', 'due', 'jobs', 'in', 'console', 'is', 'failed', '.', 'completed', 'tods', 'brj.this', 'brj'}"
5234,On re-run job completed successfully.,"{'on', 'job', 'successfully', '.', 'completed', 're-run'}"
5235,Previous day's batch was not closed. Job re-run once it was closed and completed successfully.,"{'not', 'day', 'previous', ""'s"", 'job', 'successfully', '.', 'batch', 'closed', 'it', 'and', 'completed', 'once', 're-run', 'was'}"
5236,"TODS server issue, job is progressing in back end","{'server', 'issue', 'progressing', 'job', 'in', 'is', 'end', 'tods', ',', 'back'}"
5237,job has been rerun after data fix,"{'has', 'after', 'data', 'job', 'fix', 'been', 'rerun'}"
5238,The job failed due to duplicate records .We have re-executed the job after deleteing the invalid records and the job completed successfully.,"{'invalid', 're-executed', 'to', 'the', 'after', 'deleteing', 'job', 'successfully', 'records', '.', 'failed', 'duplicate', 'and', '.we', 'completed', 'have', 'due'}"
5239,Failed due to lock issue and on re-running job got completed successfully.,"{'issue', 'on', 'to', 're-running', 'got', 'job', 'successfully', '.', 'failed', 'and', 'completed', 'lock', 'due'}"
5240,"On re-run job completed successfully.
","{'on', 'job', 'successfully', '.', 'completed', 're-run'}"
5241,Job executed successfully at back end.,"{'successfully', 'job', '.', 'end', 'executed', 'at', 'back'}"
5242,"The job abended due to source connectivity issue, Liaising with the dev team. The batch has been cancelled for the day.","{'has', 'job', '.', 'dev', 'due', 'the', 'team', 'cancelled', 'liaising', 'been', ',', 'issue', 'connectivity', 'to', 'batch', 'with', 'abended', 'day', 'source', 'for'}"
5243,Job was executed successfully after removing the duplicates from the source file,"{'removing', 'from', 'the', 'after', 'source', 'file', 'successfully', 'job', 'executed', 'duplicates', 'was'}"
5244,On re-run job completed successfully.,"{'on', 'job', 'successfully', '.', 'completed', 're-run'}"
5245,Self-lock occurred. Job was killed and completed by running the query manually.,"{'by', 'the', 'running', 'manually', 'killed', 'job', 'occurred', '.', 'self-lock', 'and', 'query', 'completed', 'was'}"
5246,"Self lock occurred , completed the job by running the script.","{'by', 'lock', 'the', 'running', 'job', 'occurred', 'script', '.', 'completed', ',', 'self'}"
5247,reraun was successful,"{'reraun', 'successful', 'was'}"
5248,Source issue and job re-run once the issue was resolved.,"{'issue', 'the', 'resolved', 'source', 'job', '.', 'and', 'once', 're-run', 'was'}"
5249,On re-run job completed successfully.,"{'on', 'job', 'successfully', '.', 'completed', 're-run'}"
5250,Job has been disabled as it was wrongly triggered (We have kept the schedule in On request),"{'on', 'has', '(', 'job', ')', 'was', 'triggered', 'the', 'disabled', 'been', 'we', 'as', 'it', 'schedule', 'have', 'wrongly', 'in', 'kept', 'request'}"
5251,Job executed successfully at back end.,"{'successfully', 'job', '.', 'end', 'executed', 'at', 'back'}"
5252,"Job failed due to TODS issue. On re-run, the job was completed successfully.","{'issue', 'on', 'to', 'the', 'completed', 'job', 'successfully', '.', 'failed', 'tods', ',', 're-run', 'due', 'was'}"
5253,"Job failed due to incoorect date. On changing the correct date, the job was completed successfully.","{'on', 'to', 'the', 'correct', 'incoorect', 'job', 'successfully', '.', 'failed', 'date', 'changing', 'completed', ',', 'due', 'was'}"
5254,The job abended due to data base connection timeout issue. The issue was fixed and the job was restarted and completed successfully.,"{'abended', 'timeout', 'issue', 'to', 'the', 'fixed', 'completed', 'data', 'job', 'successfully', 'restarted', '.', 'and', 'base', 'connection', 'due', 'was'}"
5255,job was cancelled.,"{'cancelled', '.', 'job', 'was'}"
5256,The jobs failed due to source database issue. We re-executed the job after 1 hr and completed successfully.,"{'re-executed', 'issue', 'to', 'the', 'after', '1', 'source', 'database', 'jobs', 'job', 'successfully', '.', 'failed', 'and', 'completed', 'we', 'hr', 'due'}"
5257,Wrongly triggered.,"{'.', 'triggered', 'wrongly'}"
5258,Failed due to Named piped error and on re-running job got completed successfully.,"{'on', 're-running', 'to', 'got', 'piped', 'job', 'successfully', '.', 'failed', 'and', 'error', 'named', 'due', 'completed'}"
5259,Self-lock occured. Job was killed and completed by running the query manually.,"{'by', 'occured', 'the', 'running', 'manually', 'killed', 'job', '.', 'self-lock', 'and', 'query', 'completed', 'was'}"
5260,"in warranty support, liasing with EMs/dev team","{'ems/dev', 'team', 'in', 'warranty', 'liasing', ',', 'with', 'support'}"
5261,On re-run job completed successfully.,"{'on', 'job', 'successfully', '.', 'completed', 're-run'}"
5262,Job got killed because of DB locking issue.we have executed the script manually.,"{'db', 'the', 'issue.we', 'got', 'locking', 'because', 'killed', 'job', 'script', 'manually', '.', 'executed', 'have', 'of'}"
5263,"Self lock occured , completed the batch by running the script","{'by', 'lock', 'occured', 'the', 'running', 'script', 'batch', 'completed', ',', 'self'}"
5264,Self-lock occurred. Job was killed and completed by running the query manually.,"{'by', 'the', 'running', 'manually', 'killed', 'job', 'occurred', '.', 'self-lock', 'and', 'query', 'completed', 'was'}"
5265,On re-run job completed successfully.,"{'on', 'job', 'successfully', '.', 'completed', 're-run'}"
5266,Previous jobs were overrunning and hence deadline reached.,"{'deadline', 'previous', 'jobs', 'were', 'reached', '.', 'and', 'hence', 'overrunning'}"
5267,On re-run job completed successfully.,"{'on', 'job', 'successfully', '.', 'completed', 're-run'}"
5268,job has been reprocessed after data fix,"{'has', 'after', 'data', 'job', 'reprocessed', 'fix', 'been'}"
5269,Source issue and job re-run once the issue was resolved.,"{'issue', 'the', 'resolved', 'source', 'job', '.', 'and', 'once', 're-run', 'was'}"
5270,rerun was successful after data fix,"{'after', 'data', 'fix', 'rerun', 'successful', 'was'}"
5271,Failed due to lock issue and on re-running job got completed successfully.,"{'issue', 'on', 'to', 're-running', 'got', 'job', 'successfully', '.', 'failed', 'and', 'completed', 'lock', 'due'}"
5272,tdata tbload issue. Job re-run successfully after tbload release.,"{'issue', 'after', 'release', 'job', 'successfully', '.', 'tbload', 'tdata', 're-run'}"
5273,Self-lock occurred. Job was killed and completed by running the query manually.,"{'by', 'the', 'running', 'manually', 'killed', 'job', 'occurred', '.', 'self-lock', 'and', 'query', 'completed', 'was'}"
5274,"issue with the job scheduler,job has been run manaully","{'issue', 'run', 'scheduler', 'the', 'has', 'job', 'been', 'manaully', ',', 'with'}"
5275,Job was not executed and kept on hold due to slow performance in teradtaa,"{'hold', 'slow', 'not', 'on', 'to', 'teradtaa', 'job', 'performance', 'in', 'and', 'executed', 'kept', 'due', 'was'}"
5276,Job executed successfully at back end.,"{'successfully', 'job', '.', 'end', 'executed', 'at', 'back'}"
