TicketId,Description
5430,"tbload issue, job has been re run "
5431,Job got failed due to source and target count mismatch.Have executed the job again and it got completed scuessfully.
5432,BW issue. Job completed once by running manually.
5433,Job got failed due to space issue. Then issue was fixed and job was re-started.
5434,"TODS server issue, job is progressing in back end"
5435,"scheduler issue, job has been reprocessed"
5436,Duplicate issue in source file. Job re-run and completed successfully once the file is corrected
5437,Self-lock occurred. Job was killed and completed by running the query manually.
5438,job failed due to tbload error.We have dropped the tbload tables and rexecuted the job and completed successfully.
5439,"Job was not triggering from brj. Manually executed the job from back end.
"
5440,job will be run along with next day's batch
5441,Job executed successfully at back end.
5442,failed due to file unavailability later ran the job with file from source team and job completed successfully.
5443,The job abended due to the duplicate data issue. The issue is fixed and the job was restarted and completed successfully.
5444,The job abended as the source file is not available. We have cancelled the job for todays run
5445,Job completed successfully on re-run.
5446,Job was executed sucessfully on the rerun
5447,"extraction issue, liaising with source team"
5448,Previous day's batch was not closed. Job re-run once it was closed and completed successfully.
5449,Job got failed due to file unavailability.
5450,"login time out,job has been rerun"
5451,"brj issue , on rerun the job completed successfully"
5452,tdata tbload issue. Job re-run successfully after tbload release.
5453,scheduler issue job has been reprocessed
5454,"duplicate issue, liaising with dev team"
5455,job will be run along with today's load
5456,Source issue and job re-run once the issue was resolved.
5457,Self-lock occurred. Job was killed and completed by running the query manually.
5458,"Self lock occurred , completed the job my running the script"
5459,No Issues in SBI batch. Batch is progressing correctly
5460,"source file issue, liasing with source team"
5461,"The job didn't trigger in brj and failed due to brj issue.We re-executed the job and completed successfully.
"
5462,"Connectivity issue with BW , on rerun the job completed successfully."
5463,On re-run job completed successfully.
5464,On re-run job completed successfully.
5465,Failed due to file unavailability.
5466,Jobs are kept on hold due to file unavailability.
5467,The job failed as the source extraction failed. The job was cancelled for the day.
5468,Job got failed due to process state failure. Then issue was resolved adn job was re-started.
5469,The job abended as the stream instance was still active. The process state was manually updated and the job was restarted and completed successfully.
5470,Job got failed due to duplicate issue. Then issue was fixed and job was re-started.
5471,Job executed successfully at back end.
5472,Self-lock occurred. Job was killed and completed by running the query manually.
5473,"On re-run job completed successfully.
"
5474,THe job abended due to the database connection time out issue. The issue was fixed and the job was restarted and completed successfully.
5475,"brj issue , on rerun the job completed successfully"
5476,Failed due to count validation issue and on re-running job got completed successfully.
5477,Source issue and job re-run once the issue was resolved.
5478,self lock
5479,JOb got failed due to tbload issue. then issue was fixed and job was re-started.
5480,self lock
5481,Named-pipe error. tbload was released and job re-run successfully.
5482,Source issue and job re-run once the issue was resolved.
5483,Job re-run
5484,Job re-run
5485,Job re-run
5486,Job re-run.
5487,Job re-run.
5488,Job re-run.
5489,Jobs Re-run.
5490,Job re-run.
5491,"Job rerun

Thanks,
Nagapriya C"
5492,"login time out,job has been rerun"
5493,Job got failed due to invalid date format in source file. Then issue was fixed and job was re-started.
5494,job has been reprocessed after data fix
5495,JOb got failed due to tbload issue. then issue was fixed and job was re-started.
5496,Wrongly triggered
5497,"On re-run job completed successfully.
"
5498,Job executed successfully at back end.
5499,Job completed successfully on re-run.
5500,The Job abended due to database login timeout. The issue was fixed and the job was restarted and completed successfully.
5501,Job got failed due to tbload issue. Then issue was fixed and job was re-started.
5502,Failed due to brj issue.DIdnt ran in console but failed in brj.Re-executed the job and completed successfully.
5503,Job got failed due to file unavailability. Then issue was fixed and job was re-processed.
5504,Job got failed due to brj issue. Then issue was fixed nad job was re-started.
5505,Failed due to login timeout error and on re-running job got completed successfully.
5506,job has been rerun after data fix
5507,Named-pipe error. tbload was released and job re-run successfully.
5508,TODS server issue. Job completed once the issue is resolved.
5509,The job abended due to the data base login Timeout. the issue was fixed and the job was restarted and completed successfully.
5510,The job abended due to TNS Listener Failure. The job was restarted after the issue is fixed and it completed successfully.
5511,Source file not available. Job re-run and completed once the file was available.
5512,Job failed to start in TODS console. Job was executed in backend and after completion the job was marked as completed.
5513,Job got failed due to crm source connectivity issue. Then issue was fixed and job was re-started.
5514,Self-lock occured. Job was killed and completed by running the query manually.
5515,Schedule was cancelled.
5516,Failed due to brj issue.DIdnt ran in console but failed in brj.Re-executed the job and completed successfully.
5517,Source file not available. Job re-run and completed once the file was available
5518,Job got failed due to brj issue. Then issue fixe d and job was re-started.
5519,liaising with Dev team
5520,On re-run job completed successfully.
5521,laising with dev team
5522,Source issue and job re-run once the issue was resolved.
5523,on rerun the job completed successfully
5524,Self-lock occurred. Job was killed and completed by running the query manually.
5525,Job completed successfully on re-run. 
5526,Batch completed successfully. No issues.
5527,"Due to huge volume, the TODS job got locked .i.e. the query to insert the records in sql got self lock.We have killed the job and executed the insert and update script manually."
5528,Failed due to source file unavailability issue.
5529,The job abended due to TNS Listener Failure. The job was restarted after the issue is fixed and it completed successfully.
5530,Source file not available. Job re-run and completed once the file was available.
5531,Source issue and job re-run once the issue was resolved.
5532,Failed due to lock issue and the job was successful on re-run.
5533,Self-lock occurred. Job was killed and completed by running the query manually.
5534,Self-lock occurred. Job was killed and completed by running the query manually.
5535,"self lock occuured , completed the job by running the script"
5536,Self-lock occured. Job was killed and completed by running the query manually.
5537,On re-run job completed successfully.
5538,"self lock occured , completed the job by running the script"
5539,"THe job abended due to the NULL value issue, the issue was fixed and the job was restarted and completed successfully."
5540,The job abended due to login time out expired issue. The job was restarted and completed successfully.
5541,brj issue.On re-run job completed successfully.
5542,BW server issue.
5543,The job failed due to log in time out error.We have re-executed the job and completed successfully.
5544,Job executed successfully at back end.
5545,The job failed due to duplicate records .We have re-executed the job after deleting the invalid records and the job completed successfully.
5546,brj issue. On re-run job completed successfully.
5547,stream has been manually closed
5548,The job abended due to duplicate data issue. The issue was fixed and the job was restarted and completed successfully.
5549,JOb got failed due to tbload. Issue fixed and job was re-started.
5550,Job got failed due to data issue. Then issue was fixed and job was re-started.
5551,"Stream instance was active, so manually closed the stream instance and restarted the batch."
5552,"Self-lock occurred. Job was killed and completed by running the query manually.
"
5553,"Duplicates in source file ""CUSTOMER"" from beacon team , the job completed successfully , after we received the updated file from the source team"
5554,Failed due to source file unavailability. And once file was available job was completed successfully on re-running.
5555,"Failed due to brj issue, jobs didn't get triggered in Backend console. And on re-running job got completed successfully"
5556,Self-lock occurred. Job was killed and completed by running the query manually.
5557,On re-run job completed successfully
5558,Job got failed due to process state failure. Then issue was fixed and job was re-started.
5559,The job abended as the stream instance was still active. the process state was updated manually and the job was restarted and completed successfully.
5560,Job executed successfully in back end.
5561,"
The job failed due to log in time out error.We have re-executed the job and completed successfully."
5562,Job executed successfully at back end.
5563,Job executed successfully at back end.
5564,brj issue.On re-run job completed successfully.
5565,job has been reprocessed
5566,Job was canceled.
5567,The job abended due to the source file issue. The issue was fixed and the job was restarted and completed successfully.
5568,Jobs are kept on hold due to file unavailability.
5569,Job got failed due to tbload issue. Then issue was fixed and job was re-started.
5570,Source file not available. Job re-run and completed once the file was available.
5571,job has been reprocessed after data fix
5572,"Job got failed due to data issue, which was complex to fix immediately and required some time to address the issue, as the job has been as part of initial run in production."
5573,Job got failed due to process state failure. Then issue was fixed and job was re-started.
5574,Previous day's batch was not closed. Job re-run once it was closed and completed successfully.
5575,Failed due to issue in Source BW end and on re-running job got completed successfully.
5576,The job abended due to duplicate data issue. The issue was fixed and the job was restarted and completed successfully.
5577,On re-run job completed successfully.
5578,Source file not available. Job re-run and completed once the file was available.
5579,Jobs are kept on hold due to file unavailability.
5580,brj issue.On re-run job completed successfully.
5581,The job abended due to the invalid date column error. The issue was fixed and the job was restarted and completed successfully.
5582,Named-pipe error. tbload was released and job re-run successfully.
5583,"login time out issue, job has been reporcessed"
5584,Job got failed due to duplicate issue. Then issue was fixed and job was re-started and completed.
5585,The job abended due to the duplicate data issue. The issue was fixed and the job was restarted and completed successfully.
5586,Job has been released and it completed successfully.
5587,brj issue.On re-run job completed successfully.
5588,Failed due to lock issue and the lock is resolved and the job got completed successfully on re-run.
5589,Self-lock occured. Job was killed and completed by running the query manually.
5590,Job executed successfully at back end.
5591,The Job abended due to database login timeout. The issue was fixed and the job was restarted and completed successfully.
5592,On re-run job completed successfully.
5593,Job has been disabled as it was wrongly triggered
5594,Job got failed due to data duplicate issue. Then issue has been fixed and job was re-started.
5595,self lock issue
5596,Job got failed due to crm source connectivity issue. Then issue was fixed and job was re-started.
5597,Job executed successfully at back end.
5598,Previous day's batch was not closed. Job re-run once it was closed and completed successfully.
5599,Self-lock occurred. Job was killed and completed by running the query manually.
5600,On re-run job completed successfully
5601,The jobs completed in TODS console but it failed in brj .This is due to brj issue which has been resolved.
5602,Self-lock occured. Job was killed and completed by running the query manually.
5603,Job got failed due to file unavailability.
5604,On re-run job completed successfully.
5605,Job executed successfully at back end.
5606,Job completed successfully at back end.
5607,The job failed in update status query.We have manually changed the status and the job completed successfully.
5608,Job got failed due to brj issue. Then issue fixe d and job was re-started.
5609,"duplicate issue, job has been rerun after data fix"
5610,Job executed successfully at back end.
5611,Failed due to brj issue and jobs didn't get triggered from backend console but failed in brj and on re-running job got completed successfully
5612,"TODS server issue, job is progressing in back end"
5613,On re-run job completed successfully.
5614,Job executed successfully at back end.
5615,Job got failed due to file unavailability. Then issue was fixed and job was re-processed.
5616,"On re-run job completed successfully.
"
5617,On re-run job completed successfully.
5618,rerun was successfull after datafix
5619,Batch was cancelled due to source side issue and we have raised an incident for that.
5620,Self-lock occured. Job was killed and completed by running the query manually.
5621,Self-lock occurred. Job was killed and completed by running the query manually.
5622,Job was cancelled.
5623,reraun was successful
5624,The job abended due to the brj environment issue. The issue was fixed and the job was restarted and completed successfully.
5625,Source file issue. 
5626,THe job abended due to the duplicate issue. The issue was fixed and the job was restarted and completed successfully.
5627,source file not available
5628,job has been reprocessed after data fix
5629,"Self lock occurred , completed the job by running the script."
5630,"source file unavailablitiy, have intimated the source team"
5631,Source file not available. Job re-run and completed once the file was available.
5632,Self-lock occured. Job was killed and completed by running the query manually.
5633,The job abended due to TNS Listener Failure. The job was restarted after the issue is fixed and it completed successfully.
5634,Jobs executed successfully at back end.
5635,Duplicate issue. Job re-run once the duplicates were removed.
5636,Source issue and job re-run once the issue was resolved.
5637,Named-pipe error. tbload was released and job re-run successfully.
5638,JOb got failed due to tbload issue. Then issus was fixed and job was re-started.
5639,Self-lock occurred. Job was killed and completed by running the query manually.
5640,Self-lock occurred. Job was killed and completed by running the query manually.
5641,Self-lock occured. Job was killed and completed by running the query manually.
5642,Source file not available. Job re-run and completed once the file was available.
5643,Job executed successfully in back end.
5644,Job executed successfully at back end.
5645,"The job abended as its session was hanged in the TODS server, the job was restarted after the session was released and completed successfully."
5646,Self-lock occured. Job was killed and completed by running the query manually.
5647,"Source file not available. Job re-run and completed once the file was available.
"
5648,The job abended due to the duplicate data issue. the issue was fixed and the job was restarted and completed successfully.
5649,The job abended due to the TODS server session issue. The issue has been fixed and the job was restarted and completed successfully.
5650,Self-lock occurred. Job was killed and completed by running the query manually.
5651,Wrongly triggered.
5652,"Source file not available. Job re-run and completed once the file was available.
"
5653,Self-lock occurred. Job was killed and completed by running the query manually.
5654,rerun was successfull after datafix
5655,No more room in TD. Space allocated and the job completed successfully.
5656,Extraction issue.On re-run job completed successfully.
5657,Previous day's batch was not closed. Job re-run once it was closed and completed successfully.
5658,On re-run job completed successfully.
5659,The Job Abended as the source file is not received. we have cancelled the batch for the day's run
5660,rerun was successful
5661,Source issue and job re-run once the issue was resolved.
5662,Steam has been manually closed
5663,On re-run job completed successfully.
5664,Failed due to named piped error and released tbload and the job got successful on re-run.
5665,"TODS server issue, job is progressing in back end"
5666,Job got failed due to brj issue. Then issue was fixed and job was re-started.
5667,"login time out,job has been rerun"
5668,brj issue.
5669,"On re-run job completed successfully.
"
5670,"Login Time out, job has been rerun"
5671,The job was cancelled and hence it was on held. We will catch up on another day.
5672,"TODS server issue, job has been reprocessed"
5673,"The job didn't trigger in brj and failed due to brj issue.We re-executed the job and completed successfully.
"
5674,Self-lock occurred. Job was killed and completed by running the query manually.
5675,"tbload issue, job has been rerun after releasing the tbload."
5676,"Job failed due to TODS issue. On re-run, the job was completed successfully."
5677,"source file unavailaibilty, liaising with source team"
5678,"self lock occurred , complete the job by running the script ."
5679,On re-run job completed successfully.
5680,The job abended due to the database login timeout issue. The issue was fixed and the job was restarted and completed successfully.
5681,On re-run job completed successfully.
5682,Job got failed due to data duplicate issue. Then issue was fixed and job was re-started.
5683,"in warranty support, liaising with dev team"
5684,Self-lock occured. Job was killed and completed by running the query manually.
5685,"On re-run job completed successfully.
"
5686,Failed due to file was not available and once the file was available job got completed successfully on re-run.
5687,"Self-lock occurred. Job was killed and completed by running the query manually.
"
5688,The job abended due to the TODS server session issue. The issue was fixed and the job was restarted and completed successfully.
5689,Named-pipe error. tbload was released and job re-run successfully.
5690,Job got failed due to TODS and scheduler connectivity issue.
5691,"tbload issue, job has been reprocessed after releasing the tbload"
5692,job has been rerun
5693,Job has been disabled as it was wrongly triggered (We have kept the schedule in On request)
5694,on rerun the job completed successfully.
5695,Self-lock occured. Job was killed and completed by running the query manually.
5696,"On re-run job completed successfully.
"
5697,Job got failed due to brj issue. Then issue fixe d and job was re-started.
5698,Self-lock occured. Job was killed and completed by running the query manually.
5699,liaising with Dev team
5700,"Self-lock occured. Job was killed and completed by running the query manually.
"
5701,self lock
5702,Self-lock occurred. Job was killed and completed by running the query manually.
5703,Source file not available. Job re-run and completed once the file was available.
5704,On re-run job completed successfully.
5705,issue in source file
5706,Job executed successfully at back end.
5707,will be run in today's batch
5708,"brj issue , on rerun the job completed successfully."
5709,Duplicate issue in source file. Job re-run and completed successfully once the file is corrected
5710,"source file unavailaibilty, liaising with source team"
5711,On re-run job completed successfully.
5712,"TODS server issue, job is progressing in back end"
5713,Job got failed due to duplicate issue. Then issue was fixed and job was re-started.
5714,Self-lock occured. Job was killed and completed by running the query manually.
5715,Named-pipe error. tbload was released and job re-run successfully.
5716,Duplicate issue in source file. Job re-run and completed successfully once the file is corrected.
5717,will be run along with today's batch
5718,Self-lock occurred. Job was killed and completed by running the query manually.
5719,Self-lock occured. Job was killed and completed by running the query manually.
5720,The job failed due to duplicate records .We have re-executed the job after deleteing the invalid records and the job completed successfully.
5721,on rerun the job completed successfully
5722,Job got failed due to source and target count mismatch.Have executed the job again.
5723,Job executed successfully at back end.
5724,"Time out issue , on rerun the job completed successfully."
5725,Job was not triggering from brj. Manually executed the job from back end.
5726,liaising with Dev team
5727,previous jobs were overrunning and hence reached deadline alert.
5728,The job abended due to the brj environment issue. The issue was fixed and the job was restarted and completed successfully. 
5729,Previous day's batch was not closed. Job re-run once it was closed and completed successfully.
5730,Job got failed due to tbload issue. The job was re-executed once the issue was fixed.
5731,Job wrongly started. Jon completed successfully on re-run.
5732,Source file not available. Job re-run and completed once the file was available.
5733,brj issue.On re-run job completed successfully.
5734,The job abended due to the duplicate data issue. The issue was fixed and the job was restarted and completed successfully.
5735,reraun was successful
5736,The job abended due to TODS Session issue. The job was restarted and completed successfully.
5737,Failed due to Source BW issue and completed after the issue is resolved by re-run.
5738,The job abended due to the brj environment issue. The issue was fixed and the job was restarted and completed successfully. 
5739,Job got failed due to duplicate issue. Then issue was fixed and job was re-started
5740,Self-lock occured. Job was killed and completed by running the query manually.
5741,Job was marked as completed.
5742,On re-run job completed successfully.
5743,rerun was successful after data fix.
5744,Previous day's batch was not closed. Job re-run once it was closed and completed successfully.
5745,On re-run job completed successfully.
5746,Previous day's batch was not closed. Job re-run once it was closed and completed successfully.
5747,Source file not available. Job re-run and completed once the file was available.
5748,Job executed successfully at back end.
5749,The job abended due to database login timeout. The job was restarted and completed successfully.
5750,BATCH CANCELLED
5751,BW server issue.
5752,Job got failed due to file unavailability.
5753,reraun was successful
5754,Job executed successfully at back end.
5755,rerun was successful after data fix
5756,Job got failed due to process state failure. Then stream was closed and job has been marked as success.
5757,rerun was successful
5758,JOb was kept on hold as we didnt receive data on regular basis.
5759,Duplicate issue. Job compelted on re-run
5760,"Self-lock occurred. Job was killed and completed by running the query manually.
"
5761,Self-lock occured. Job was killed and completed by running the query manually.
5762,Job executed successfully at back end.
5763,Failed due to lock issue and the lock was released and the job was completed successfully.
5764,"files are copied manually,rerun was sucessful."
5765,The job was wrongly triggered from brj
5766,Source file not available. Job re-run and completed once the file was available.
5767,Job got failed due to crm source connectivity issue. Then issue was fixed and job was re-started.
5768,reraun was successful
5769,Unknown exeception occured. Re-run the job from brj.
5770,Job executed successfully at back end.
5771,Self-lock occurred. Job was killed and completed by running the query manually.
5772,Previous day's batch was not closed. Job re-run once it was closed and completed successfully.
5773,Self-lock occured. Job was killed and completed by running the query manually.
5774,Source file not available. Job re-run and completed once the file was available.
5775,Failed due to brj issue.DIdnt ran in console but failed in brj.Re-executed the job and completed successfully.
5776,Job got failed due to CRM source connecitivity issue. Then issue was fixed and job was re-started.
5777,The jobs completed in TODS console but failed in brj.This is due to brj issue.
5778,"job failed due to server restart, has been reprocessed"
5779,"brj issue , on rerun the job completed successfully."
5780,Batch Cancelled.
5781,"brj issue , on rerun the job completed successfully."
5782,Self-lock occurred. Job was killed and completed by running the query manually.
5783,Job was not triggering from brj. Manually executed the job from back end.
5784,"
Source issue and job re-run once the issue was resolved."
5785,Previous day's batch was not closed. Job re-run once it was closed and completed successfully.
5786,On re-run job completed successfully.
5787,Job executed successfully at back end.
5788,"Self-lock occured. Job was killed and completed by running the query manually.
"
5789,Job executed successfully at back end.
5790,Job executed successfully at back end.
5791,Job got failed due to duplicate issue. Then issue was fixed and job was re-started
5792,The job abended due to NULL value issues. The issue was fixed and the job was restarted and completed successfully.
5793,Self-lock occurred. Job was killed and completed by running the query manually.
5794,Self-lock occurred. Job was killed and completed by running the query manually.
5795,Failed due to Named piped error. Release the mlock and the job was successful on re-run.
5796,The Job Abended as the source file is not received. we have cancelled the batch for the day's run
5797,rerun was successful
5798,"issue with extraction, liaising with TD and TODS team"
5799,The job abended due to NULL value issues. The issue was fixed and the job was restarted and completed successfully.
5800,The job abended due to the less db space in EDWPRDT_TMP. Housekeeping has been done and the job was restarted and it completed successfully.
5801,"scheduler issue, job has been reprocessed"
5802,Job got failed due to tbload issue. Then issue was fixed and job was re-started.
5803,Self-lock occured. Job was killed and completed by running the query manually.
5804,"Lock issue , tbload release was success."
5805,self lock issue
5806,Jobs are kept on hold due to file unavailability.
5807,job has been reun and completed successfully.
5808,"On re-run job completed successfully.
"
5809,"source file unavailaibilty, liaising with source team"
5810,Job got failed due to tbload issue
5811,"On re-run job completed successfully.
"
5812,Job got failed due to tbload issue. Then issue was fixed and job was re-started.
5813,Failed due to source file unavailability.
5814,Previous day's batch was not closed. Job re-run once it was closed and completed successfully.
5815,Source file not available. Job re-run and completed once the file was available.
5816,Self-lock occurred. Job was killed and completed by running the query manually.
5817,"Job was not triggering from brj.

Job executed successfully at back end."
5818,The job abended due to the duplicate data issue. The issue was fixed and the job was restarted and completed successfully.
5819,Failed due to connectivity issue and on re-running job got completed successfully.
5820,"tbload issue, job has been rerun"
5821,tdata tbload issue. Job re-run successfully after tbload release.
5822,The job abended due to login time out issue. The job was restarted and completed successfully.
5823,Source issue and job re-run once the issue was resolved.
5824,Self-lock occured. Job was killed and completed by running the query manually.
5825,Job completed successfully at back end.
5826,job has been reprocessed after data fix
5827,Failed due to named piped error and released tbload and the job got successful on re-run.
5828,Job completed successfully on re-run.
5829,The job abended due to the session lock in the TODS server. The Job was restarted manually pointing to another server and it completed successfully.
5830,The job was on hold as the source data was not received.
5831,"Job failed due to TODS issue. On re-run, the job was completed successfully."
5832,Failed due to named piped error and released tbload and the job got successful on re-run.
5833,Self-lock occurred. Job was killed and completed by running the query manually.
5834,Job failed due to connection issue. On re-run the job was completed successfully.
5835,Self-lock occurred. Job was killed and completed by running the query manually.
5836,Job executed successfully at back end.
5837,The job failed due to duplicate records .We have re-executed the job after deleteing the invalid records and the job completed successfully.
5838,Jobs are kept on hold due to file unavailability.
5839,Failed due to brj issue.DIdnt ran in console but failed in brj.Re-executed the job and completed successfully.
5840,"Failed due to brj issue, jobs didn't get triggered in Backend console. And on re-running job got completed successfully"
5841,will be run after along with today's batch
5842,"Duplicates in staging table , deleted the records , the job completed successfully."
5843,Named-pipe error. tbload was released and job re-run successfully.
5844,Job got failed due to TODS and scheduler connectivity issue.
5845,Wrongly triggered.
5846,Job got failed due to process state failure. The issue was fixed and job was restarted
5847,The job abended due to the brj environment issue. The issue was fixed and the job was restarted and completed successfully. 
5848,CRM Source was not available. Later after re-running the job completed successfully.
5849,Job got failed due to duplicate issue. Then issue was fixed and job was re-started.
5850,"Lock issue , tbload release was success."
5851,"Due to brj issue, the job was executed in backend."
5852,Job got failed beacuse of stats issue and it was corrected manually.
5853,The job abended due to connection time out error. We have restarted the job once the load in TD box has been reduced.
5854,Job got failed due to CRM source connecitivity issue. Then issue was fixed and job was re-started.
5855,The job is on held as we are providing fix for the address matching process.
5856,Job got failed due to CRM source connecitivity issue. Then issue was fixed and job was re-started.
5857,Job was cancelled.
5858,Previous day's batch was not closed. Job re-run once it was closed and completed successfully.
5859,The job abended due to the tbload issue. The issue was not fixed hence the batch was cancelled for the day.
5860,"The job didn't trigger in brj and failed due to brj issue.We re-executed the job and completed successfully.
"
5861,THe job abended due to the duplicate data issue. The issue was fixed and the job was restarted and completed successfully.
5862,MDL was slowly progressing due to parallel run with daily batches. Hence MDL has been killed and cancelled for the day.
5863,The job abended due to the brj environment issue. The issue was fixed and the job was restarted and completed successfully. 
5864,"source file issue, liainsg with source team"
5865,Job executed successfully at back end.
5866,Self-lock occurred. Job was killed and completed by running the query manually.
5867,Source issue and job re-run once the issue was resolved.
5868,"self lock occurred , completed the batch by running the script"
5869,Failed due to TODS connectivity issue 
5870,"duplicate issue , completed the job by updating the values and restarted the job"
5871,Job got failed due to file unavailability.
5872,Job was cancelled.
5873,Source issue and job re-run once the issue was resolved.
5874,"spool space issue, job has been reprocessed"
5875,Self-lock occurred. Job was killed and completed by running the query manually.
5876,The job abended due to the duplicate data issue. The issue was fixed and the job was restarted and completed successfully.
5877,On re-run job completed successfully
5878,source connection issue.This has been resolved by the source team and the job completed successfully  after re-run.
5879,Duplicate issue in source file. Job re-run and completed successfully once the file is corrected.
5880,BW issue. Job completed once by running manually.
5881,"Time out issue , on rerun the job completed successfully."
5882,THe job abended due to the database connection time out issue. The issue was fixed and the job was restarted and completed successfully.
5883,"tbload issue, job has been rerun"
5884,Self-lock occurred. Job was killed and completed by running the query manually.
5885,source file issue
5886,The job abended due to brj environment issue. The job was restarted after some time and it completed successfully.
5887,BI Batch started by 4:15 am. No Issues.
5888,job has been rerun after data fix.
5889,On re-run job completed successfully.
5890,Self-lock occurred. Job was killed and completed by running the query manually.
5891,Oracle DB connectivity issue. Job completed successfully after re-run at back end.
5892,job has been reprocessed after data fix
5893,Job was completed successfully on re-run.
5894,Previous day's batch was not closed. Job re-run once it was closed and completed successfully.
5895,Self-lock occured. Job was killed and completed by running the query manually.
5896,self lock completed the job by running the script
5897,Self-lock occurred. Job was killed and completed by running the query manually.
5898,Job got failed due to tbload issue. Then issue was fixed and job was re-started.
5899,JOb got failed due to tbload issue. Then issus was fixed and job was re-started.
5900,Job got failed due to duplicate issue. Then issue was fixed and job was re-started.
5901,Source file issue and the job had to be put on HOLD.
5902,Job got failed due to process state failure. Then issue was fixed and job was re-started.
5903,On re-run job completed successfully.
5904,"source file issue, liasing with source team"
5905,files are moved manaully
5906,rerun was sucessful after data fix
5907,The job abended due to the duplicate issues. The issue was fixed and the job was restarted and completed successfully.
5908,The job abended due to the server session issue. The job was restarted in another instance and it completed successfully.
5909,Job was killed as it was longrunning.
5910,On re-run job completed successfully.
5911,Failed due to named piped error and released tbload and the job got successful on re-run.
5912,source file issue
5913,job has been rerun 
5914,On re-run job completed successfully.
5915,On re-run job completed successfully.
5916,JOb got failed due to tbload issue. Then issus was fixed and job was re-started.
5917,"House keeping in progress, we are closing this incident as the low space alert has been addressed."
5918,"source file not available, liasing with HDP team"
5919,file not available
5920,On re-run job completed successfully.
5921,The job abended due to duplicate data issue. The issue was fixed and the job was restarted and completed successfully.
5922,Job got failed due to TODS and scheduler connectivity issue.
5923,Data issue. Fixed the data at backend & executed the job successfully.
5924,The Job abended as the source db was not available. The job was restarted and it completed successfully.
5925,"TODS server issue, job will be rerun after the restart of the server."
5926,"source file unavailaibilty, liaising with source team"
5927,Failed due to  lock issue and on rerunning job got completed successfully.
5928,Self-lock occurred. Job was killed and completed by running the query manually.
5929,duplicate issue. Job completed on re-run
5930,On re-run job completed successfully.
5931,"
This has completed successfully,wrongly raised due to brj issue."
5932,"brj issue , on rerun the job completed successfully"
5933,Source issue and job re-run once the issue was resolved.
5934,Failed due to lock issue and on re-run job was successful.
5935,"duplicate issue , cleared the duplicates , the job completed successfully"
5936,Job got failed due to CRM source connecitivity issue. Then issue was fixed and job was re-started.
5937,Batch re-ran at back end.
5938,Job executed successfully at back end.
5939,The job failed as the source extraction failed. The job was cancelled for the day.
5940,Failed due to brj connectivity issue and on re-running job got completed sucessfully.
5941,"Self-lock occurred. Job was killed and completed by running the query manually.
"
5942,"Failed due to brj issue, jobs didn't get triggered in Backend console. And on re-running job got completed successfully"
5943,The job abended due to invalid timestamp issue. The issue was fixed and the job was restarted and completed successfully.
5944,"source file unavailaibilty, liaising with source team"
5945,Job executed successfully at back end.
5946,JOb got failed due to dataa duplicate issue. Then issue has been resolved and batch was re-started.
5947,Source issue and job re-run once the issue was resolved.
5948,job has been rerun
5949,The job abended due to duplicate data issue. The job was restarted and completed successfully.
5950,The job failed due to null values in not null field.We have re-executed the job after deleting the invalid records and completed successfully.
5951,Self-lock occurred. Job was killed and completed by running the query manually.
5952,"extraction issue, job has been rerun after the issue was solved"
5953,self lock
5954,Failed due to brj connectivity issue and on re-running job got completed sucessfully.
5955,Self-lock occurred. Job was killed and completed by running the query manually.
5956,Self-lock occurred. Job completed by running the query manually.
5957,Triggered wrongly from console.
5958,Job was successful on re run.
5959,"On deletion of duplicates, the job was re-executed and completed successfully."
5960,The jobs failed due to source database issue. We re-executed the job after 1 hr and completed successfully.
5961,The job abended due to the brj environment issue. The issue was fixed and the job was restarted and completed successfully. 
5962,Previous jobs were over-running and hence deadline breached.
5963,The job abended due to connection time out error. We have restarted the job once the load in TD box has been reduced.
5964,Self-lock occurred. Job was killed and completed by running the query manually.
5965,Job got failed due to CRM source connecitivity issue. Then issue was fixed and job was re-started.
5966,Job executed successfully at back end.
5967,Self-lock occured. Job was killed and completed by running the query manually.
5968,"tbload issue, job has been rerun"
5969,liasing with dev team
5970,Job got failed due to tbload issue. Then issue was fixed and job was re-started.
5971,Source issue and job re-run once the issue was resolved.
5972,Job got failed due to duplicate issue. Then issue was fixed and job was re-started.
5973,"Failed due to tbload issue, released the lock and on re-running job got completed successfully."
5974,job has been rerun after data fix
5975,On re-run job completed successfully.
5976,"name pipe error, job has been rerun"
5977,Duplicate issue in source file. Job re-run and completed successfully once the file is corrected.
5978,"Self-lock occurred. Job was killed and completed by running the query manually.
"
5979,The job abended due to the brj environment issue. The issue was fixed and the job was restarted and completed successfully. 
5980,job has been rerun after data fix
5981,self lock
5982,Self-lock occured. Job was killed and completed by running the query manually.
5983,"Self lock occurred , completed the job by running the script."
5984,Named-pipe error. tbload was released and job re-run successfully.
5985,job will be reprocessed in next day's load
5986,"login time out,job has been rerun"
5987,job has been reprocessed
5988,Failed due to lock issue and the lock is resolved and the job got completed successfully on re-run.
5989,"Login Time Out issue, successful on rerun "
5990,"source file issue, liasing with source team"
5991,Job was cancelled.
5992,Source issue and job re-run once the issue was resolved.
5993,Self-lock occured. Job was killed and completed by running the query manually.
5994,will be run along with today's batch
5995,Job got failed due to data duplicate issue. Then issue has been fixed and job was re-started.
5996,Job executed successfully at back end.
